"Data File","Setup Time","Position","Plate Type","Strain Type","Sample Number","Strain Name","Strain Number","Other","Hour","A01","A02","A03","A04","A05","A06","A07","A08","A09","A10","A11","A12","B01","B02","B03","B04","B05","B06","B07","B08","B09","B10","B11","B12","C01","C02","C03","C04","C05","C06","C07","C08","C09","C10","C11","C12","D01","D02","D03","D04","D05","D06","D07","D08","D09","D10","D11","D12","E01","E02","E03","E04","E05","E06","E07","E08","E09","E10","E11","E12","F01","F02","F03","F04","F05","F06","F07","F08","F09","F10","F11","F12","G01","G02","G03","G04","G05","G06","G07","G08","G09","G10","G11","G12","H01","H02","H03","H04","H05","H06","H07","H08","H09","H10","H11","H12"
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",32.50,53.00,44.00,45.00,42.00,41.00,217.00,24.00,34.00,53.00,48.00,45.00,82.00,251.00,157.00,17.00,29.00,56.00,24.00,24.00,25.00,42.00,22.00,25.00,178.00,44.00,24.00,27.00,31.00,32.00,28.00,207.00,15.00,232.00,31.00,27.00,50.00,289.00,19.00,25.00,85.00,19.00,31.00,27.00,23.00,18.00,19.00,16.00,29.00,41.00,23.00,17.00,17.00,222.00,11.00,14.00,18.00,130.00,11.00,11.00,98.00,228.00,18.00,121.00,18.00,21.00,17.00,19.00,14.00,23.00,36.00,21.00,27.00,30.00,41.00,16.00,17.00,20.00,12.00,13.00,19.00,16.00,14.00,23.00,28.00,38.00,31.00,24.00,22.00,14.00,14.00,14.00,16.00,194.00,14.00,31.00,36.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",32.75,52.00,39.00,43.00,41.00,40.00,218.00,20.00,31.00,51.00,46.00,43.00,81.00,249.00,155.00,15.00,27.00,56.00,21.00,23.00,22.00,41.00,19.00,24.00,179.00,40.00,22.00,26.00,28.00,31.00,25.00,207.00,17.00,231.00,29.00,26.00,49.00,290.00,17.00,23.00,87.00,19.00,29.00,26.00,19.00,16.00,18.00,13.00,29.00,39.00,20.00,16.00,15.00,221.00,11.00,13.00,15.00,130.00,11.00,11.00,99.00,227.00,17.00,125.00,13.00,19.00,15.00,18.00,11.00,23.00,36.00,19.00,25.00,25.00,37.00,14.00,15.00,18.00,11.00,12.00,18.00,11.00,12.00,22.00,25.00,37.00,29.00,21.00,19.00,14.00,14.00,14.00,13.00,193.00,16.00,31.00,32.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",33.00,51.00,39.00,42.00,40.00,37.00,218.00,23.00,31.00,52.00,45.00,43.00,82.00,250.00,154.00,16.00,26.00,56.00,21.00,22.00,22.00,40.00,19.00,24.00,183.00,42.00,22.00,26.00,29.00,30.00,26.00,205.00,13.00,230.00,30.00,24.00,50.00,289.00,18.00,23.00,93.00,18.00,30.00,24.00,20.00,17.00,16.00,14.00,27.00,38.00,21.00,14.00,14.00,220.00,11.00,11.00,14.00,130.00,11.00,11.00,99.00,229.00,16.00,124.00,16.00,17.00,14.00,16.00,11.00,23.00,36.00,21.00,27.00,26.00,36.00,14.00,16.00,19.00,12.00,11.00,18.00,14.00,13.00,21.00,25.00,36.00,28.00,22.00,19.00,12.00,15.00,16.00,14.00,198.00,14.00,31.00,34.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",33.25,52.00,44.00,45.00,42.00,41.00,219.00,24.00,35.00,53.00,48.00,45.00,81.00,253.00,158.00,15.00,27.00,59.00,26.00,24.00,25.00,43.00,22.00,26.00,187.00,44.00,24.00,28.00,30.00,32.00,28.00,208.00,17.00,233.00,32.00,27.00,50.00,291.00,20.00,25.00,101.00,21.00,30.00,26.00,21.00,16.00,19.00,15.00,30.00,41.00,23.00,16.00,17.00,223.00,11.00,13.00,17.00,132.00,11.00,12.00,100.00,232.00,19.00,130.00,18.00,22.00,16.00,18.00,12.00,26.00,37.00,19.00,27.00,26.00,37.00,17.00,18.00,20.00,14.00,12.00,20.00,13.00,14.00,23.00,26.00,37.00,31.00,23.00,22.00,14.00,16.00,17.00,16.00,197.00,16.00,35.00,34.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",33.50,49.00,40.00,39.00,37.00,37.00,219.00,18.00,29.00,51.00,44.00,41.00,78.00,253.00,155.00,12.00,24.00,55.00,20.00,21.00,20.00,39.00,14.00,22.00,187.00,41.00,21.00,25.00,27.00,28.00,24.00,208.00,13.00,232.00,26.00,22.00,46.00,291.00,16.00,21.00,103.00,16.00,25.00,23.00,19.00,15.00,16.00,12.00,28.00,37.00,19.00,14.00,12.00,221.00,11.00,11.00,14.00,129.00,11.00,11.00,98.00,230.00,17.00,129.00,16.00,17.00,11.00,15.00,11.00,22.00,34.00,18.00,25.00,25.00,36.00,13.00,13.00,17.00,11.00,11.00,16.00,11.00,11.00,21.00,21.00,35.00,26.00,21.00,17.00,11.00,13.00,11.00,12.00,196.00,11.00,29.00,30.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",33.75,52.00,39.00,41.00,40.00,38.00,222.00,21.00,32.00,53.00,46.00,43.00,82.00,253.00,156.00,14.00,28.00,57.00,22.00,23.00,23.00,41.00,22.00,23.00,191.00,42.00,24.00,26.00,30.00,30.00,26.00,207.00,17.00,232.00,30.00,25.00,50.00,290.00,16.00,22.00,108.00,21.00,28.00,26.00,21.00,18.00,19.00,14.00,31.00,40.00,23.00,14.00,16.00,222.00,11.00,12.00,16.00,133.00,11.00,11.00,100.00,235.00,19.00,133.00,15.00,20.00,16.00,16.00,12.00,25.00,37.00,19.00,27.00,26.00,39.00,15.00,16.00,19.00,12.00,11.00,19.00,13.00,15.00,23.00,26.00,35.00,29.00,22.00,18.00,13.00,13.00,15.00,16.00,199.00,16.00,32.00,33.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",34.00,52.00,41.00,45.00,42.00,39.00,222.00,23.00,33.00,52.00,48.00,44.00,83.00,255.00,159.00,16.00,24.00,58.00,23.00,23.00,25.00,43.00,20.00,26.00,194.00,43.00,23.00,26.00,27.00,31.00,29.00,209.00,17.00,233.00,31.00,26.00,51.00,291.00,19.00,25.00,114.00,18.00,31.00,26.00,21.00,19.00,17.00,15.00,29.00,39.00,24.00,16.00,17.00,223.00,11.00,14.00,17.00,133.00,12.00,11.00,102.00,234.00,19.00,137.00,16.00,20.00,15.00,18.00,13.00,25.00,38.00,20.00,28.00,27.00,39.00,15.00,16.00,19.00,13.00,13.00,20.00,14.00,15.00,22.00,29.00,38.00,31.00,23.00,19.00,14.00,16.00,16.00,17.00,200.00,17.00,34.00,35.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",34.25,57.00,46.00,46.00,45.00,42.00,227.00,22.00,34.00,54.00,48.00,45.00,85.00,257.00,164.00,17.00,29.00,63.00,25.00,27.00,25.00,44.00,22.00,25.00,196.00,47.00,26.00,29.00,33.00,34.00,30.00,213.00,18.00,235.00,32.00,28.00,51.00,295.00,22.00,27.00,120.00,21.00,33.00,29.00,22.00,19.00,20.00,17.00,31.00,41.00,25.00,19.00,19.00,229.00,11.00,18.00,17.00,132.00,11.00,12.00,103.00,236.00,21.00,142.00,17.00,20.00,18.00,19.00,14.00,27.00,40.00,21.00,25.00,31.00,42.00,17.00,17.00,18.00,14.00,12.00,20.00,14.00,13.00,24.00,28.00,39.00,31.00,26.00,23.00,16.00,18.00,16.00,17.00,199.00,15.00,33.00,34.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",34.50,55.00,46.00,48.00,46.00,42.00,230.00,25.00,34.00,52.00,47.00,45.00,86.00,259.00,165.00,19.00,29.00,63.00,25.00,25.00,28.00,45.00,22.00,25.00,196.00,46.00,26.00,30.00,33.00,36.00,29.00,212.00,18.00,235.00,32.00,29.00,51.00,295.00,22.00,27.00,122.00,22.00,32.00,32.00,24.00,20.00,20.00,17.00,30.00,41.00,26.00,18.00,19.00,231.00,11.00,18.00,19.00,129.00,11.00,12.00,104.00,238.00,19.00,145.00,17.00,23.00,18.00,20.00,15.00,27.00,39.00,24.00,26.00,28.00,39.00,19.00,16.00,20.00,13.00,12.00,20.00,14.00,16.00,24.00,28.00,38.00,30.00,27.00,21.00,17.00,17.00,16.00,16.00,199.00,16.00,35.00,34.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",34.75,50.00,42.00,44.00,40.00,37.00,224.00,22.00,31.00,51.00,45.00,41.00,80.00,257.00,161.00,14.00,23.00,56.00,22.00,22.00,21.00,41.00,19.00,23.00,197.00,42.00,22.00,26.00,29.00,29.00,26.00,209.00,14.00,234.00,30.00,24.00,49.00,293.00,17.00,23.00,126.00,18.00,28.00,23.00,19.00,18.00,16.00,14.00,29.00,38.00,22.00,15.00,15.00,224.00,11.00,12.00,15.00,131.00,11.00,11.00,103.00,238.00,18.00,142.00,15.00,17.00,13.00,15.00,12.00,23.00,36.00,18.00,23.00,25.00,39.00,15.00,15.00,18.00,11.00,11.00,19.00,14.00,14.00,22.00,26.00,36.00,28.00,19.00,18.00,13.00,16.00,13.00,14.00,202.00,15.00,30.00,32.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",35.00,52.00,41.00,42.00,38.00,38.00,225.00,21.00,31.00,52.00,44.00,41.00,81.00,257.00,161.00,14.00,24.00,57.00,23.00,22.00,21.00,39.00,19.00,23.00,199.00,41.00,20.00,25.00,28.00,29.00,26.00,208.00,13.00,234.00,30.00,24.00,47.00,292.00,16.00,24.00,130.00,17.00,28.00,24.00,18.00,17.00,18.00,14.00,27.00,39.00,21.00,14.00,14.00,224.00,11.00,11.00,17.00,131.00,11.00,11.00,105.00,241.00,17.00,144.00,15.00,18.00,14.00,16.00,13.00,23.00,36.00,18.00,25.00,26.00,39.00,14.00,15.00,20.00,11.00,11.00,17.00,11.00,13.00,21.00,26.00,35.00,28.00,22.00,18.00,11.00,14.00,15.00,12.00,201.00,13.00,31.00,32.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",35.25,49.00,38.00,41.00,38.00,37.00,225.00,21.00,31.00,52.00,45.00,41.00,82.00,256.00,158.00,12.00,24.00,55.00,20.00,21.00,21.00,41.00,18.00,23.00,201.00,39.00,20.00,23.00,26.00,27.00,25.00,208.00,13.00,235.00,27.00,24.00,49.00,291.00,18.00,21.00,136.00,18.00,26.00,22.00,20.00,17.00,17.00,14.00,28.00,38.00,22.00,12.00,14.00,221.00,11.00,12.00,15.00,132.00,11.00,11.00,105.00,241.00,17.00,146.00,15.00,18.00,12.00,14.00,11.00,23.00,35.00,18.00,24.00,26.00,36.00,16.00,14.00,19.00,11.00,11.00,19.00,12.00,11.00,22.00,24.00,34.00,28.00,20.00,17.00,12.00,16.00,13.00,15.00,204.00,13.00,32.00,32.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",35.50,55.00,46.00,48.00,44.00,41.00,234.00,24.00,36.00,55.00,49.00,45.00,87.00,262.00,167.00,19.00,30.00,63.00,25.00,26.00,27.00,47.00,23.00,26.00,205.00,47.00,25.00,30.00,35.00,35.00,31.00,213.00,17.00,239.00,33.00,28.00,53.00,297.00,23.00,29.00,143.00,21.00,33.00,31.00,24.00,19.00,21.00,16.00,31.00,41.00,26.00,20.00,19.00,232.00,11.00,16.00,19.00,133.00,11.00,12.00,108.00,244.00,20.00,156.00,18.00,22.00,19.00,20.00,15.00,29.00,40.00,24.00,27.00,29.00,41.00,18.00,20.00,22.00,13.00,11.00,20.00,16.00,15.00,23.00,29.00,40.00,31.00,28.00,23.00,17.00,19.00,16.00,17.00,203.00,16.00,32.00,33.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",35.75,51.00,39.00,42.00,36.00,38.00,227.00,19.00,30.00,50.00,44.00,39.00,80.00,259.00,162.00,14.00,25.00,57.00,22.00,20.00,21.00,42.00,18.00,23.00,204.00,43.00,21.00,25.00,30.00,30.00,25.00,210.00,14.00,236.00,30.00,24.00,47.00,295.00,16.00,22.00,145.00,18.00,29.00,24.00,19.00,16.00,16.00,13.00,28.00,38.00,22.00,14.00,13.00,225.00,11.00,13.00,16.00,131.00,11.00,11.00,105.00,241.00,16.00,151.00,14.00,19.00,13.00,16.00,12.00,22.00,34.00,18.00,25.00,26.00,37.00,13.00,15.00,19.00,11.00,11.00,18.00,12.00,13.00,21.00,27.00,36.00,28.00,22.00,18.00,13.00,14.00,13.00,14.00,203.00,13.00,31.00,31.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",36.00,54.00,43.00,42.00,41.00,40.00,230.00,21.00,30.00,50.00,44.00,38.00,80.00,260.00,166.00,15.00,25.00,56.00,23.00,22.00,22.00,42.00,19.00,21.00,205.00,46.00,23.00,25.00,30.00,31.00,26.00,211.00,14.00,235.00,29.00,24.00,47.00,296.00,19.00,24.00,150.00,19.00,29.00,25.00,18.00,15.00,17.00,13.00,27.00,36.00,23.00,15.00,16.00,229.00,11.00,13.00,15.00,129.00,11.00,11.00,106.00,243.00,19.00,157.00,16.00,18.00,12.00,16.00,11.00,21.00,34.00,17.00,22.00,29.00,38.00,14.00,15.00,16.00,11.00,11.00,17.00,11.00,11.00,19.00,24.00,38.00,30.00,24.00,20.00,14.00,16.00,11.00,13.00,200.00,11.00,29.00,31.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",36.25,51.00,40.00,42.00,41.00,38.00,227.00,22.00,32.00,53.00,46.00,42.00,82.00,260.00,161.00,16.00,27.00,57.00,22.00,22.00,22.00,42.00,20.00,23.00,207.00,40.00,23.00,25.00,29.00,31.00,28.00,209.00,16.00,237.00,29.00,25.00,50.00,293.00,19.00,24.00,155.00,18.00,29.00,25.00,20.00,18.00,17.00,15.00,32.00,39.00,23.00,17.00,15.00,224.00,11.00,13.00,17.00,135.00,11.00,11.00,107.00,247.00,18.00,157.00,17.00,20.00,14.00,18.00,13.00,26.00,38.00,21.00,25.00,28.00,39.00,16.00,17.00,20.00,11.00,13.00,20.00,14.00,15.00,22.00,27.00,37.00,30.00,22.00,19.00,15.00,16.00,15.00,16.00,208.00,17.00,32.00,34.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",36.50,56.00,42.00,44.00,40.00,39.00,230.00,21.00,32.00,50.00,45.00,41.00,82.00,263.00,165.00,16.00,25.00,58.00,23.00,24.00,23.00,42.00,19.00,24.00,209.00,45.00,23.00,28.00,30.00,31.00,27.00,212.00,16.00,237.00,29.00,27.00,49.00,295.00,21.00,26.00,159.00,20.00,31.00,25.00,21.00,18.00,18.00,15.00,31.00,41.00,25.00,17.00,16.00,230.00,11.00,14.00,18.00,132.00,11.00,11.00,110.00,246.00,19.00,160.00,18.00,20.00,16.00,18.00,14.00,25.00,35.00,20.00,25.00,27.00,41.00,15.00,18.00,19.00,12.00,13.00,18.00,14.00,11.00,21.00,25.00,39.00,31.00,25.00,20.00,14.00,16.00,15.00,15.00,206.00,12.00,32.00,30.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",36.75,52.00,42.00,42.00,40.00,38.00,228.00,20.00,31.00,51.00,45.00,41.00,81.00,261.00,161.00,16.00,25.00,55.00,24.00,22.00,23.00,41.00,21.00,24.00,210.00,42.00,22.00,26.00,30.00,30.00,27.00,210.00,16.00,237.00,31.00,26.00,49.00,293.00,18.00,23.00,162.00,19.00,28.00,23.00,20.00,18.00,19.00,15.00,29.00,38.00,23.00,17.00,16.00,223.00,11.00,12.00,16.00,132.00,11.00,11.00,110.00,248.00,20.00,160.00,16.00,20.00,15.00,17.00,11.00,26.00,35.00,21.00,26.00,26.00,38.00,16.00,16.00,18.00,12.00,12.00,19.00,14.00,14.00,21.00,27.00,39.00,29.00,22.00,20.00,14.00,15.00,17.00,16.00,208.00,16.00,34.00,33.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",37.00,51.00,39.00,41.00,38.00,36.00,228.00,22.00,30.00,51.00,44.00,41.00,79.00,261.00,161.00,14.00,24.00,54.00,21.00,22.00,21.00,42.00,18.00,23.00,210.00,40.00,20.00,25.00,28.00,29.00,25.00,208.00,14.00,237.00,29.00,23.00,47.00,292.00,16.00,22.00,164.00,19.00,27.00,24.00,18.00,16.00,16.00,14.00,27.00,39.00,22.00,15.00,14.00,224.00,11.00,11.00,15.00,131.00,11.00,11.00,109.00,250.00,17.00,162.00,16.00,19.00,14.00,16.00,11.00,23.00,36.00,18.00,25.00,25.00,36.00,14.00,15.00,18.00,11.00,11.00,17.00,12.00,13.00,20.00,27.00,35.00,27.00,22.00,17.00,11.00,15.00,14.00,14.00,207.00,13.00,30.00,33.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",37.25,50.00,38.00,44.00,40.00,37.00,229.00,20.00,31.00,51.00,46.00,39.00,80.00,261.00,163.00,15.00,26.00,56.00,22.00,22.00,20.00,41.00,20.00,24.00,210.00,42.00,22.00,23.00,28.00,31.00,26.00,210.00,15.00,236.00,28.00,24.00,47.00,295.00,17.00,24.00,168.00,18.00,26.00,24.00,19.00,15.00,16.00,13.00,28.00,40.00,23.00,15.00,15.00,227.00,11.00,11.00,15.00,133.00,11.00,11.00,110.00,249.00,18.00,165.00,16.00,19.00,14.00,17.00,11.00,24.00,35.00,18.00,25.00,25.00,37.00,15.00,15.00,18.00,11.00,11.00,19.00,13.00,13.00,20.00,26.00,34.00,28.00,21.00,18.00,11.00,13.00,14.00,13.00,207.00,15.00,34.00,32.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",37.50,50.00,39.00,45.00,39.00,37.00,232.00,21.00,30.00,51.00,44.00,40.00,81.00,261.00,163.00,15.00,25.00,55.00,21.00,20.00,22.00,43.00,19.00,21.00,211.00,43.00,19.00,26.00,28.00,30.00,26.00,209.00,14.00,237.00,29.00,24.00,47.00,295.00,19.00,23.00,173.00,20.00,28.00,25.00,18.00,17.00,15.00,13.00,28.00,40.00,23.00,14.00,14.00,227.00,11.00,12.00,15.00,132.00,11.00,11.00,111.00,250.00,17.00,168.00,15.00,20.00,14.00,16.00,12.00,24.00,35.00,17.00,24.00,25.00,39.00,15.00,16.00,18.00,11.00,11.00,18.00,11.00,13.00,19.00,26.00,35.00,28.00,22.00,19.00,12.00,14.00,13.00,14.00,208.00,14.00,32.00,33.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",37.75,53.00,39.00,41.00,40.00,38.00,231.00,21.00,30.00,51.00,45.00,41.00,80.00,261.00,161.00,14.00,25.00,57.00,23.00,22.00,22.00,43.00,20.00,23.00,212.00,41.00,23.00,25.00,28.00,29.00,25.00,210.00,14.00,238.00,30.00,24.00,46.00,295.00,19.00,22.00,174.00,20.00,28.00,24.00,19.00,17.00,16.00,15.00,29.00,41.00,22.00,13.00,15.00,225.00,11.00,12.00,16.00,133.00,11.00,11.00,113.00,251.00,18.00,171.00,17.00,18.00,15.00,15.00,12.00,25.00,37.00,21.00,27.00,28.00,40.00,16.00,17.00,18.00,11.00,11.00,19.00,12.00,12.00,22.00,28.00,37.00,30.00,21.00,18.00,14.00,15.00,15.00,15.00,210.00,15.00,32.00,34.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",38.00,52.00,43.00,44.00,41.00,39.00,235.00,22.00,31.00,50.00,46.00,41.00,82.00,266.00,167.00,16.00,27.00,59.00,24.00,24.00,24.00,42.00,19.00,23.00,215.00,44.00,23.00,27.00,31.00,30.00,28.00,213.00,15.00,239.00,31.00,25.00,50.00,297.00,19.00,25.00,180.00,21.00,31.00,24.00,20.00,18.00,18.00,15.00,29.00,41.00,24.00,16.00,17.00,232.00,11.00,13.00,16.00,130.00,11.00,11.00,113.00,254.00,20.00,174.00,15.00,18.00,14.00,17.00,13.00,24.00,36.00,22.00,25.00,28.00,40.00,15.00,18.00,19.00,13.00,11.00,19.00,12.00,11.00,22.00,26.00,37.00,29.00,25.00,21.00,13.00,14.00,14.00,15.00,209.00,13.00,29.00,33.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",38.25,53.00,41.00,44.00,40.00,39.00,234.00,21.00,31.00,51.00,45.00,40.00,82.00,264.00,164.00,16.00,26.00,58.00,22.00,23.00,22.00,43.00,18.00,23.00,216.00,42.00,24.00,27.00,30.00,29.00,27.00,211.00,13.00,239.00,29.00,24.00,51.00,298.00,19.00,24.00,184.00,19.00,29.00,22.00,21.00,17.00,19.00,16.00,29.00,41.00,24.00,17.00,16.00,227.00,11.00,13.00,16.00,133.00,11.00,12.00,115.00,254.00,17.00,175.00,16.00,19.00,15.00,17.00,13.00,24.00,35.00,21.00,26.00,29.00,38.00,16.00,16.00,20.00,11.00,11.00,20.00,13.00,14.00,22.00,25.00,37.00,29.00,25.00,21.00,14.00,15.00,15.00,16.00,213.00,13.00,32.00,33.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",38.50,54.00,40.00,44.00,38.00,38.00,234.00,21.00,31.00,51.00,46.00,39.00,82.00,265.00,165.00,15.00,26.00,57.00,21.00,22.00,23.00,41.00,19.00,24.00,216.00,42.00,22.00,24.00,28.00,29.00,27.00,212.00,15.00,239.00,30.00,25.00,49.00,296.00,17.00,22.00,186.00,20.00,29.00,22.00,20.00,17.00,16.00,15.00,28.00,40.00,23.00,15.00,13.00,228.00,11.00,13.00,16.00,133.00,11.00,11.00,115.00,255.00,19.00,174.00,15.00,17.00,13.00,18.00,11.00,24.00,37.00,20.00,25.00,26.00,40.00,15.00,16.00,20.00,12.00,11.00,19.00,13.00,15.00,20.00,25.00,36.00,28.00,21.00,18.00,12.00,14.00,16.00,17.00,212.00,16.00,33.00,33.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",38.75,51.00,40.00,43.00,40.00,39.00,234.00,20.00,33.00,52.00,44.00,39.00,81.00,265.00,167.00,13.00,26.00,57.00,22.00,23.00,22.00,43.00,19.00,23.00,217.00,42.00,23.00,24.00,29.00,29.00,25.00,213.00,16.00,239.00,30.00,24.00,48.00,297.00,19.00,22.00,189.00,19.00,29.00,24.00,21.00,17.00,17.00,14.00,30.00,39.00,23.00,16.00,16.00,231.00,11.00,13.00,16.00,130.00,11.00,11.00,115.00,256.00,18.00,179.00,14.00,17.00,14.00,17.00,12.00,24.00,36.00,19.00,25.00,26.00,37.00,16.00,15.00,19.00,11.00,11.00,18.00,12.00,11.00,20.00,24.00,37.00,28.00,23.00,19.00,11.00,15.00,15.00,13.00,211.00,14.00,33.00,32.00
